,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,HTML Reference
4668,M.J. Walker,2022,2022,G,6-5,213,"March 28, 1998",Florida State,/players/w/walkemj01.html
4669,Phil Walker,1978,1978,G,6-3,180,"March 20, 1956",Millersville,/players/w/walkeph01.html
4670,Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",Louisville,/players/w/walkesa01.html
4671,Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",Virginia,/players/w/walkewa01.html
4672,John Wall,2011,2023,G,6-3,210,"September 6, 1990",Kentucky,/players/w/walljo01.html
4673,Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974",Virginia Union University,/players/w/wallabe01.html
4674,Gerald Wallace,2002,2015,F,6-7,215,"July 23, 1982",Alabama,/players/w/wallage01.html
4675,John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse,/players/w/wallajo01.html
4676,Rasheed Wallace,1996,2013,F-C,6-10,225,"September 17, 1974",UNC,/players/w/wallara01.html
4677,Red Wallace,1947,1947,G,6-1,185,"July 12, 1918",University of Scranton,/players/w/wallare01.html
4678,Tyrone Wallace,2018,2022,G,6-5,198,"June 10, 1994",California,/players/w/wallaty01.html
4679,Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945",Tennessee State,/players/w/walledw01.html
4680,Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964",Virginia Union University,/players/w/walleja01.html
4681,Jim Walsh,1958,1958,F,6-4,195,"August 29, 1930",Stanford,/players/w/walshji01.html
4682,Matt Walsh,2006,2006,G-F,6-6,205,"December 2, 1982",Florida,/players/w/walshma01.html
4683,Rex Walters,1994,2000,G,6-4,190,"March 12, 1970","Northwestern, Kansas",/players/w/waltere01.html
4684,Paul Walther,1950,1955,G-F,6-2,160,"March 23, 1927",Tennessee,/players/w/walthpa01.html
4685,Isaac Walthour,1954,1954,G,5-11,163,"August 25, 1930",,/players/w/walthis01.html
4686,Bill Walton,1975,1987,C-F,6-11,210,"November 5, 1952",UCLA,/players/w/waltobi01.html
4687,Derrick Walton,2018,2022,G,6-0,189,"April 3, 1995",Michigan,/players/w/waltode01.html
4688,Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953",Marquette,/players/w/waltoll01.html
4689,Luke Walton,2004,2013,F,6-8,235,"March 28, 1980",Arizona,/players/w/waltolu01.html
4690,Brad Wanamaker,2019,2022,G,6-3,210,"July 25, 1989",Pitt,/players/w/wanambr01.html
4691,Bobby Wanzer,1949,1957,G,6-0,170,"June 4, 1921",Seton Hall,/players/w/wanzebo01.html
4692,Perry Warbington,1975,1975,G,6-2,165,"September 7, 1952",Georgia Southern University,/players/w/warbipe01.html
4693,Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State,/players/w/wardch01.html
4694,Gerry Ward,1964,1967,G,6-4,195,"September 6, 1941",Boston College,/players/w/wardge01.html
4695,Henry Ward,1976,1977,G-F,6-4,195,"January 30, 1952",Jackson State University,/players/w/wardhe01.html
4696,Casper Ware,2014,2014,G,5-10,175,"January 17, 1990",Cal State Long Beach,/players/w/wareca01.html
4697,Jim Ware,1967,1969,F,6-7,210,"May 2, 1944",Oklahoma City University,/players/w/wareji01.html
4698,Ben Warley,1963,1970,F-G,6-5,200,"September 4, 1936",Tennessee State,/players/w/warlebe01.html
4699,Bob Warlick,1966,1970,G-F,6-5,200,"March 20, 1941",Pepperdine,/players/w/warlibo01.html
4700,Cornell Warner,1971,1977,F-C,6-9,220,"August 12, 1948",Jackson State University,/players/w/warneco01.html
4701,Jameel Warney,2018,2018,F,6-8,260,"January 31, 1994",Stony Brook University,/players/w/warneja01.html
4702,Bob Warren,1969,1976,G,6-5,190,"July 17, 1946",Vanderbilt,/players/w/warrebo01.html
4703,John Warren,1970,1974,G-F,6-3,180,"July 7, 1947",St. John's,/players/w/warrejo01.html
4704,T.J. Warren,2015,2021,F,6-8,220,"September 5, 1993",NC State,/players/w/warretj01.html
4705,Willie Warren,2011,2011,G,6-4,203,"October 22, 1989",Oklahoma,/players/w/warrewi01.html
4706,Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959",Saint Joseph's,/players/w/warribr01.html
4707,Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982",Syracuse,/players/w/warriha01.html
4708,Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",NC State,/players/w/washbch01.html
4709,Julian Washburn,2019,2019,F,6-8,210,"December 18, 1991",Texas-El Paso,/players/w/washbju01.html
4710,Bobby Washington,1970,1972,G,5-11,175,"July 11, 1947",Eastern Kentucky University,/players/w/washibo01.html
4711,Darius Washington,2008,2008,G,6-2,195,"December 6, 1985",Memphis,/players/w/washida01.html
4712,Donald Washington,1975,1976,F,6-8,210,"April 22, 1952",UNC,/players/w/washido01.html
4713,Duane Washington,1988,1993,G,6-4,195,"August 31, 1964",Middle Tennessee,/players/w/washidu01.html
4714,Duane Washington Jr.,2022,2023,G,6-3,210,"March 24, 2000",Ohio State,/players/w/washidu02.html
4715,Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",Alabama,/players/w/washier01.html
4716,Jim Washington,1966,1976,F-C,6-6,210,"July 1, 1943",Villanova,/players/w/washiji01.html
4717,Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951",American University,/players/w/washike01.html
4718,P.J. Washington,2020,2023,F,6-7,230,"August 23, 1998",Kentucky,/players/w/washipj01.html
4719,Pearl Washington,1987,1989,G,6-2,190,"January 6, 1964",Syracuse,/players/w/washipe01.html
4720,Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955",UCLA,/players/w/washiri01.html
4721,Stan Washington,1975,1975,G,6-4,190,"January 23, 1952",University of San Diego,/players/w/washist01.html
4722,Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944",Cheyney (PA),/players/w/washitr01.html
4723,Wilson Washington,1978,1979,F-C,6-9,227,"August 3, 1955",Old Dominion,/players/w/washiwi01.html
4724,Yuta Watanabe,2019,2023,F,6-9,215,"October 13, 1994",George Washington,/players/w/watanyu01.html
4725,Lindy Waters III,2022,2023,G,6-6,215,"July 28, 1997",Oklahoma State,/players/w/waterli01.html
4726,Tremont Waters,2020,2022,G,5-10,175,"January 10, 1998",LSU,/players/w/watertr01.html
4727,Trendon Watford,2022,2022,F,6-9,240,"November 9, 2000",LSU,/players/w/watfotr01.html
4728,Darryl Watkins,2008,2012,C,6-11,258,"November 8, 1984",Syracuse,/players/w/watkida01.html
4729,Bobby Watson,1955,1955,G,6-0,160,"March 22, 1930",Kentucky,/players/w/watsobo01.html
4730,C.J. Watson,2008,2017,G,6-2,175,"April 17, 1984",Tennessee,/players/w/watsocj01.html
4731,Earl Watson,2002,2014,G,6-1,195,"June 12, 1979",UCLA,/players/w/watsoea01.html
4732,Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",South Carolina,/players/w/watsoja01.html
4733,Paul Watson,2020,2022,G,6-6,210,"December 30, 1994",Fresno State,/players/w/watsopa01.html
4734,Peyton Watson,2023,2023,G-F,6-8,200,"September 11, 2002",UCLA,/players/w/watsope01.html
4735,Ron Watts,1966,1967,F,6-6,210,"May 21, 1943",Wake Forest,/players/w/wattsro01.html
4736,Samuel Watts,1971,1971,G,6-3,185,"March 14, 1948",Florida A&M,/players/w/wattssa01.html
4737,Slick Watts,1974,1979,G,6-1,175,"July 22, 1951",Xavier University of Louisiana,/players/w/wattssl01.html
4738,Maalik Wayns,2013,2014,G,6-2,200,"May 2, 1991",Villanova,/players/w/waynsma01.html
4739,David Wear,2015,2015,F,6-10,230,"September 21, 1990","UNC, UCLA",/players/w/wearda01.html
4740,Travis Wear,2015,2018,F,6-10,230,"September 21, 1990","UNC, UCLA",/players/w/weartr01.html
4741,Clarence Weatherspoon,1993,2005,F,6-6,240,"September 8, 1970",Southern Miss,/players/w/weathcl01.html
4742,Nick Weatherspoon,1974,1980,F,6-7,195,"July 20, 1950",Illinois,/players/w/weathni01.html
4743,Quinndary Weatherspoon,2020,2022,G,6-3,205,"September 10, 1996",Mississippi State,/players/w/weathqu01.html
4744,Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986",Washington State,/players/w/weaveky01.html
4745,James Webb III,2018,2018,F,6-9,202,"August 19, 1993",Boise State,/players/w/webbja01.html
4746,Jeff Webb,1971,1972,G,6-4,170,"July 6, 1948",Kansas State,/players/w/webbje01.html
4747,Marcus Webb,1993,1993,F-C,6-9,255,"May 9, 1970",Alabama,/players/w/webbma01.html
4748,Spud Webb,1986,1998,G,5-6,133,"July 13, 1963","Midland College, NC State",/players/w/webbsp01.html
4749,Chris Webber,1994,2008,F-C,6-10,245,"March 1, 1973",Michigan,/players/w/webbech01.html
4750,Briante Weber,2016,2018,G,6-2,165,"December 29, 1992",VCU,/players/w/weberbr01.html
4751,Jake Weber,1947,1947,C,6-6,225,"March 18, 1918",Purdue,/players/w/weberja01.html
4752,Elnardo Webster,1972,1972,F,6-5,190,"March 6, 1948",Saint Peter's College,/players/w/webstel01.html
4753,Jeff Webster,1996,1996,F,6-8,232,"February 19, 1971",Oklahoma,/players/w/webstje01.html
4754,Martell Webster,2006,2015,G-F,6-7,230,"December 4, 1986",,/players/w/webstma02.html
4755,Marvin Webster,1976,1987,C,7-1,225,"April 13, 1952",Morgan State University,/players/w/webstma01.html
4756,Scott Wedman,1975,1987,F-G,6-7,215,"July 29, 1952",Colorado,/players/w/wedmasc01.html
4757,Sonny Weems,2009,2016,G-F,6-6,205,"July 8, 1986",Arkansas,/players/w/weemsso01.html
4758,Dick Wehr,1949,1949,F,6-4,180,"December 9, 1925",Rice University,/players/w/wehrdi01.html
4759,Brant Weidner,1984,1984,F,6-9,230,"October 28, 1960",William & Mary,/players/w/weidnbr01.html
4760,Bob Weiss,1966,1977,G,6-2,180,"May 7, 1942",Penn State,/players/w/weissbo01.html
4761,Rick Weitzman,1968,1968,G,6-2,175,"April 30, 1946",Northeastern University,/players/w/weitzri01.html
4762,Bonzi Wells,1999,2008,G-F,6-5,210,"September 28, 1976",Ball State University,/players/w/wellsbo01.html
4763,Bubba Wells,1998,1998,F,6-5,230,"July 26, 1974",Austin Peay State University,/players/w/wellsbu01.html
4764,Owen Wells,1975,1975,F,6-7,200,"December 9, 1950",Detroit Mercy,/players/w/wellsow01.html
4765,Ralph Wells,1963,1963,G,6-1,180,"September 3, 1940",Northwestern,/players/w/wellsra01.html
4766,Chris Welp,1988,1990,C,7-0,245,"January 2, 1964",Washington,/players/w/welpch01.html
4767,Jiří Welsch,2003,2006,G,6-7,208,"January 27, 1980",,/players/w/welscji01.html
4768,Thomas Welsh,2019,2019,C,7-0,255,"February 3, 1996",UCLA,/players/w/welshth01.html
4769,Bill Wennington,1986,2000,C,7-0,245,"April 26, 1963",St. John's,/players/w/wennibi01.html
4770,Matt Wenstrom,1994,1994,C,7-1,250,"November 4, 1970",UNC,/players/w/wenstma01.html
4771,Robert Werdann,1993,1997,C,6-11,250,"September 12, 1970",St. John's,/players/w/werdaro01.html
4772,Ray Wertis,1947,1948,G,5-11,,"July 30, 1923",St. John's,/players/w/wertira01.html
4773,David Wesley,1994,2007,G,6-0,190,"November 14, 1970",Baylor,/players/w/wesleda01.html
4774,Walt Wesley,1967,1976,C,6-11,220,"January 25, 1945",Kansas,/players/w/weslewa01.html
4775,David West,2004,2018,F-C,6-9,250,"August 29, 1980",Xavier,/players/w/westda01.html
4776,Delonte West,2005,2012,G,6-4,180,"July 26, 1983",Saint Joseph's,/players/w/westde01.html
4777,Doug West,1990,2001,G-F,6-6,200,"May 27, 1967",Villanova,/players/w/westdo01.html
4778,Jerry West,1961,1974,G,6-3,175,"May 28, 1938",West Virginia,/players/w/westje01.html
4779,Mario West,2008,2011,G,6-5,210,"June 19, 1984",Georgia Tech,/players/w/westma02.html
4780,Mark West,1984,2000,C-F,6-10,230,"November 5, 1960",Old Dominion,/players/w/westma01.html
4781,Roland West,1968,1968,G,6-4,178,"June 6, 1944",Cincinnati,/players/w/westro01.html
4782,Dexter Westbrook,1968,1968,F,6-8,190,,Providence,/players/w/westbde01.html
4783,Russell Westbrook,2009,2023,G,6-3,200,"November 12, 1988",UCLA,/players/w/westbru01.html
4784,Paul Westphal,1973,1984,G,6-4,195,"November 30, 1950",USC,/players/w/westppa01.html
4785,John Wetzel,1968,1976,G-F,6-5,190,"October 22, 1944",Virginia Tech,/players/w/wetzejo01.html
4786,Robert Whaley,2006,2006,C,6-10,260,"April 16, 1982","Barton County Community College, Cincinnati, Walsh University",/players/w/whalero01.html
4787,Ennis Whatley,1984,1997,G,6-3,177,"August 11, 1962",Alabama,/players/w/whatlen01.html
4788,DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973",Louisville,/players/w/wheatde01.html
4789,Clinton Wheeler,1988,1989,G,6-1,185,"October 27, 1959",William Paterson University,/players/w/wheelcl01.html
4790,Tyson Wheeler,1999,1999,G,5-10,165,"October 8, 1975",Rhode Island,/players/w/wheelty01.html
4791,Skippy Whitaker,1955,1955,G,6-1,180,"August 29, 1930",Kentucky,/players/w/whitask01.html
4792,Andrew White,2018,2018,G,6-7,210,"June 16, 1993","Nebraska, Syracuse",/players/w/whitean01.html
4793,Coby White,2020,2023,G,6-5,195,"February 16, 2000",UNC,/players/w/whiteco01.html
4794,D.J. White,2009,2014,F,6-9,251,"August 31, 1986",Indiana,/players/w/whitedj01.html
4795,Derrick White,2018,2023,G,6-4,190,"July 2, 1994","Colorado-Colorado Springs, Colorado",/players/w/whitede01.html
4796,Eric White,1988,1989,F,6-8,200,"December 30, 1965",Pepperdine,/players/w/whiteer01.html
4797,Herb White,1971,1971,G,6-2,195,"June 15, 1948",Georgia,/players/w/whitehe01.html
4798,Hubie White,1963,1971,G-F,6-4,205,"January 26, 1940",Villanova,/players/w/whitehu01.html
4799,Jack White,2023,2023,F,6-7,225,"August 5, 1997",Duke,/players/w/whiteja03.html
4800,Jahidi White,1999,2005,F-C,6-9,290,"February 19, 1976",Georgetown,/players/w/whiteja01.html
4801,James White,2007,2013,G-F,6-7,200,"October 21, 1982","Florida, Cincinnati",/players/w/whiteja02.html
4802,Jo Jo White,1970,1981,G,6-3,190,"November 16, 1946",Kansas,/players/w/whitejo01.html
4803,Okaro White,2017,2019,F,6-8,205,"August 13, 1992",Florida State,/players/w/whiteok01.html
4804,Randy White,1990,1994,F,6-8,240,"November 4, 1967",Louisiana Tech,/players/w/whitera01.html
4805,Rodney White,2002,2005,F,6-9,238,"June 28, 1980",UNC Charlotte,/players/w/whitero02.html
4806,Rory White,1983,1987,F,6-8,210,"August 16, 1959",University of South Alabama,/players/w/whitero01.html
4807,Royce White,2014,2014,F,6-8,270,"April 10, 1991",Iowa State,/players/w/whitero03.html
4808,Rudy White,1976,1981,G,6-2,195,"June 23, 1953",Arizona State,/players/w/whiteru01.html
4809,Tony White,1988,1988,G,6-2,170,"February 15, 1965",Tennessee,/players/w/whiteto01.html
4810,Willie White,1985,1986,G,6-3,195,"August 20, 1962",Chattanooga,/players/w/whitewi01.html
4811,Isaiah Whitehead,2017,2018,G,6-4,213,"March 8, 1995",Seton Hall,/players/w/whiteis01.html
4812,Jerome Whitehead,1979,1989,C-F,6-10,220,"September 30, 1956",Marquette,/players/w/whiteje01.html
4813,Donald Whiteside,1997,1998,G,5-10,160,"April 25, 1969",Northern Illinois,/players/w/whitedo01.html
4814,Hassan Whiteside,2011,2022,C,7-0,265,"June 13, 1989",Marshall,/players/w/whiteha01.html
4815,Dwayne Whitfield,1996,1996,F,6-9,240,"August 21, 1972",Jackson State University,/players/w/whitfdw01.html
4816,Chris Whitney,1994,2004,G,6-0,168,"October 5, 1971",Clemson,/players/w/whitnch01.html
4817,Hank Whitney,1968,1970,F-C,6-7,230,"April 28, 1939",Iowa State,/players/w/whitnha01.html
4818,Hawkeye Whitney,1981,1982,G-F,6-5,235,"June 22, 1957",NC State,/players/w/whitnha02.html
4819,Greg Whittington,2021,2021,F,6-8,210,"February 7, 1993",Georgetown,/players/w/whittgr01.html
4820,Shayne Whittington,2015,2016,F-C,6-11,250,"March 27, 1991",Western Michigan,/players/w/whittsh01.html
4821,Sidney Wicks,1972,1981,F-C,6-8,225,"September 19, 1949",UCLA,/players/w/wickssi01.html
4822,Ron Widby,1968,1968,F,6-4,210,"March 9, 1945",Tennessee,/players/w/widbyro01.html
4823,Murray Wier,1950,1950,G,5-9,155,"December 12, 1926",Iowa,/players/w/wiermu01.html
4824,Bob Wiesenhahn,1962,1962,F,6-4,215,"December 22, 1938",Cincinnati,/players/w/wiesebo01.html
4825,Joe Wieskamp,2022,2022,G,6-6,212,"August 23, 1999",Iowa,/players/w/wieskjo01.html
4826,Aaron Wiggins,2022,2023,G,6-6,200,"January 2, 1999",Maryland,/players/w/wiggiaa01.html
4827,Andrew Wiggins,2015,2023,F-G,6-7,197,"February 23, 1995",Kansas,/players/w/wiggian01.html
4828,Mitchell Wiggins,1984,1992,G,6-4,185,"September 28, 1959","Clemson, Florida State",/players/w/wiggimi01.html
4829,Lindell Wigginton,2022,2022,G,6-2,189,"March 28, 1998",Iowa State,/players/w/wiggili01.html
4830,Ken Wilburn,1968,1969,F,6-6,195,"June 8, 1944",Central State University,/players/w/wilbuke01.html
4831,C.J. Wilcox,2015,2017,G,6-5,195,"December 30, 1990",Washington,/players/w/wilcocj01.html
4832,Chris Wilcox,2003,2013,F,6-10,221,"September 3, 1982",Maryland,/players/w/wilcoch01.html
4833,D.C. Wilcutt,1949,1950,G,6-2,165,"March 25, 1923",Saint Louis,/players/w/wilcudc01.html
4834,Gene Wiley,1963,1968,C,6-10,210,"November 12, 1937",Wichita State,/players/w/wileyge01.html
4835,Jacob Wiley,2018,2018,F,6-7,215,"September 4, 1994",Eastern Washington,/players/w/wileyja01.html
4836,Michael Wiley,1981,1982,F,6-9,200,"October 16, 1957",Cal State Long Beach,/players/w/wileymi01.html
4837,Morlon Wiley,1989,1995,G,6-4,185,"September 24, 1966",Cal State Long Beach,/players/w/wileymo01.html
4838,Win Wilfong,1958,1961,G-F,6-2,185,"March 18, 1933",Memphis,/players/w/wilfowi01.html
4839,Lenny Wilkens,1961,1975,G,6-1,180,"October 28, 1937",Providence,/players/w/wilkele01.html
4840,Bob Wilkerson,1977,1983,G-F,6-6,195,"August 15, 1954",Indiana,/players/w/wilkebo01.html
4841,Jamaal Wilkes,1975,1986,F-G,6-6,190,"May 2, 1953",UCLA,/players/w/wilkeja01.html
4842,James Wilkes,1981,1983,F,6-7,195,"April 1, 1958",UCLA,/players/w/wilkeja02.html
4843,Damien Wilkins,2005,2018,F-G,6-6,225,"January 11, 1980","NC State, Georgia",/players/w/wilkida02.html
4844,Dominique Wilkins,1983,1999,F-G,6-8,215,"January 12, 1960",Georgia,/players/w/wilkido01.html
4845,Eddie Lee Wilkins,1985,1993,F-C,6-10,220,"May 7, 1962",Gardner-Webb University,/players/w/wilkied01.html
4846,Gerald Wilkins,1986,1999,G-F,6-6,185,"September 11, 1963",Chattanooga,/players/w/wilkige01.html
4847,Jeff Wilkins,1981,1986,C-F,6-11,230,"March 9, 1955",Illinois State,/players/w/wilkije01.html
4848,Dale Wilkinson,1985,1985,F,6-10,220,"March 18, 1960",Idaho State University,/players/w/wilkida01.html
4849,Mike Wilks,2003,2010,G,5-10,185,"May 7, 1979",Rice University,/players/w/wilksmi01.html
4850,Aaron Williams,1994,2008,F-C,6-9,220,"October 2, 1971",Xavier,/players/w/williaa01.html
4851,Al Williams,1971,1971,F,6-6,200,"February 3, 1948",Drake University,/players/w/willial01.html
4852,Alan Williams,2016,2019,F-C,6-8,265,"January 28, 1993",UC Santa Barbara,/players/w/willial03.html
4853,Alvin Williams,1998,2007,G,6-5,185,"August 6, 1974",Villanova,/players/w/willial02.html
4854,Art Williams,1968,1975,G,6-1,180,"September 29, 1939",Cal Poly Pomona,/players/w/williar01.html
4855,Bernie Williams,1970,1974,G,6-3,175,"December 30, 1945",La Salle,/players/w/willibe01.html
4856,Bob Williams,1956,1957,F,6-6,230,"May 12, 1931",Florida A&M,/players/w/willibo01.html
4857,Brandon Williams,1998,2003,G,6-6,215,"February 27, 1975",Davidson,/players/w/willibr01.html
4858,Brandon Williams,2022,2022,G,6-2,190,"November 22, 1999",Arizona,/players/w/willibr03.html
4859,Buck Williams,1982,1998,F-C,6-8,215,"March 8, 1960",Maryland,/players/w/willibu01.html
4860,C.J. Williams,2018,2019,G,6-5,226,"February 6, 1990",NC State,/players/w/willicj01.html
4861,Charlie Williams,1968,1973,G,6-0,165,"September 5, 1943",Seattle University,/players/w/willich01.html
4862,Chuck Williams,1971,1978,G,6-2,175,"June 6, 1946",Colorado,/players/w/willich02.html
4863,Chuckie Williams,1977,1977,G,6-3,180,"December 31, 1953",Kansas State,/players/w/willich03.html
4864,Cliff Williams,1969,1969,G,6-3,180,"April 15, 1945",Bowling Green,/players/w/willicl01.html
4865,Corey Williams,1993,1994,G,6-2,190,"April 24, 1970",Oklahoma State,/players/w/willico01.html
4866,Deron Williams,2006,2017,G,6-3,200,"June 26, 1984",Illinois,/players/w/willide01.html
4867,Derrick Williams,2012,2018,F,6-8,240,"May 25, 1991",Arizona,/players/w/willide02.html
4868,Duck Williams,1980,1980,G,6-2,180,"August 2, 1956",Notre Dame,/players/w/willidu01.html
4869,Earl Williams,1975,1979,C-F,6-7,230,"March 24, 1951",Winston-Salem State,/players/w/williea01.html
4870,Elliot Williams,2012,2016,G,6-5,190,"June 20, 1989","Duke, Memphis",/players/w/williel01.html
4871,Eric Williams,1996,2007,F,6-8,220,"July 17, 1972","Vincennes University, Providence",/players/w/willier01.html
4872,Fly Williams,1975,1975,G-F,6-5,200,"February 18, 1953",Austin Peay State University,/players/w/willifl01.html
4873,Frank Williams,2003,2005,G,6-3,212,"February 25, 1980",Illinois,/players/w/willifr02.html
4874,Freeman Williams,1979,1986,G-F,6-4,190,"May 15, 1956",Portland State,/players/w/willifr01.html
4875,Gene Williams,1970,1970,F,6-7,235,"April 1, 1947",Kansas State,/players/w/willige01.html
4876,Grant Williams,2020,2023,F,6-6,236,"November 30, 1998",Tennessee,/players/w/willigr01.html
4877,Gus Williams,1976,1987,G,6-2,175,"October 10, 1953",USC,/players/w/willigu01.html
4878,Guy Williams,1985,1986,F,6-9,200,"July 1, 1960","San Francisco, Washington State",/players/w/willigu02.html
4879,Hank Williams,1975,1975,F,6-5,210,"April 28, 1952",Jacksonville University,/players/w/williha01.html
4880,Herb Williams,1982,1999,C-F,6-10,242,"February 16, 1958",Ohio State,/players/w/willihe01.html
